geneId	geneName	type	specific_type	d0_r1	d0_r2	d0_r3	d14_r1	d14_r2	d14_r3	d14_r4	d28_r1	d28_r2	d28_r3
ENSG00000102393.10	GLA	protein_coding	protein_coding	103	86	75	41	51	34	60	38	45	416
ENSG00000102401.19	ARMCX3	protein_coding	protein_coding	93	121	105	195	226	217	241	173	195	1208
ENSG00000102409.9	BEX4	protein_coding	protein_coding	291	360	268	343	406	365	391	298	420	1691
ENSG00000102445.18	RUBCNL	protein_coding	protein_coding	3	7	7	1	3	2	6	1	3	9
ENSG00000102452.16	NALCN	protein_coding	protein_coding	2	3	2	0	0	4	3	6	6	62
ENSG00000102466.15	FGF14	protein_coding	protein_coding	0	2	0	1	2	2	2	0	6	25
ENSG00000102468.10	HTR2A	protein_coding	protein_coding	0	0	0	0	0	0	0	1	1	32
ENSG00000102471.14	NDFIP2	protein_coding	protein_coding	57	65	58	93	93	110	94	33	36	302
ENSG00000102524.11	TNFSF13B	protein_coding	protein_coding	0	0	1	4	1	1	1	2	3	2
ENSG00000102531.16	FNDC3A	protein_coding	protein_coding	94	136	98	251	284	276	302	202	305	1457
ENSG00000102539.5	MLNR	protein_coding	protein_coding	0	0	1	0	0	0	0	0	0	0
ENSG00000102543.14	CDADC1	protein_coding	protein_coding	8	8	8	16	15	15	18	11	13	120
ENSG00000102547.18	CAB39L	protein_coding	protein_coding	86	96	82	47	36	35	52	16	40	190
ENSG00000102554.13	KLF5	protein_coding	protein_coding	29	43	36	22	15	11	25	9	13	25
ENSG00000102572.14	STK24	protein_coding	protein_coding	220	283	241	127	133	137	165	80	120	787
ENSG00000102575.11	ACP5	protein_coding	protein_coding	204	256	240	64	66	59	80	3	4	8
ENSG00000102580.14	DNAJC3	protein_coding	protein_coding	95	122	63	106	139	119	142	46	72	557
ENSG00000102595.19	UGGT2	protein_coding	protein_coding	73	95	82	79	68	75	96	63	130	533
ENSG00000102606.18	ARHGEF7	protein_coding	protein_coding	144	190	156	186	197	197	218	135	207	1075
ENSG00000102678.6	FGF9	protein_coding	protein_coding	1	0	1	4	4	1	3	14	29	33
ENSG00000102683.7	SGCG	protein_coding	protein_coding	5	2	4	6	3	6	7	3	1	3
ENSG00000102699.5	PARP4	protein_coding	protein_coding	136	142	140	183	227	221	266	96	144	719
ENSG00000102710.19	SUPT20H	protein_coding	protein_coding	184	197	172	158	175	161	186	118	195	1379
ENSG00000102738.7	MRPS31	protein_coding	protein_coding	66	68	70	64	69	58	59	39	68	343
ENSG00000102743.14	SLC25A15	protein_coding	protein_coding	23	33	26	27	20	17	21	11	22	153
ENSG00000102753.9	KPNA3	protein_coding	protein_coding	198	207	176	141	163	164	167	102	154	953
ENSG00000102755.11	FLT1	protein_coding	protein_coding	57	78	63	3	1	2	5	1	4	35
ENSG00000102760.12	RGCC	protein_coding	protein_coding	0	4	0	4	1	7	3	26	33	503
ENSG00000102763.17	VWA8	protein_coding	protein_coding	67	77	60	42	47	44	55	32	44	219
ENSG00000102780.16	DGKH	protein_coding	protein_coding	28	34	30	27	41	43	38	13	22	101
ENSG00000102781.13	KATNAL1	protein_coding	protein_coding	16	37	28	74	69	58	79	66	79	652
ENSG00000102786.14	INTS6	protein_coding	protein_coding	85	124	78	74	69	54	76	45	52	401
ENSG00000102794.9	ACOD1	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0	0
ENSG00000102796.10	DHRS12	protein_coding	protein_coding	7	6	6	12	9	11	8	12	12	48
ENSG00000102802.9	MEDAG	protein_coding	protein_coding	6	7	6	6	4	4	6	0	1	8
ENSG00000102804.14	TSC22D1	protein_coding	protein_coding	348	348	318	618	681	639	778	396	618	2668
ENSG00000102805.14	CLN5	protein_coding	protein_coding	10	12	8	22	18	27	24	14	26	137
ENSG00000102837.6	OLFM4	protein_coding	protein_coding	0	0	0	0	0	1	0	0	1	5
ENSG00000102854.15	MSLN	protein_coding	protein_coding	2	1	0	4	1	3	2	0	1	1
ENSG00000102858.12	MGRN1	protein_coding	protein_coding	156	207	194	148	175	178	198	108	191	748
ENSG00000102870.5	ZNF629	protein_coding	protein_coding	50	84	65	102	119	109	123	126	158	793
ENSG00000102871.15	TRADD	protein_coding	protein_coding	6	11	10	26	19	21	20	2	5	38
ENSG00000102878.16	HSF4	protein_coding	protein_coding	14	14	16	178	229	220	279	12	19	11
ENSG00000102879.15	CORO1A	protein_coding	protein_coding	13	17	5	4	6	5	4	9	25	148
ENSG00000102882.11	MAPK3	protein_coding	protein_coding	100	111	114	212	204	227	230	98	172	551
ENSG00000102886.14	GDPD3	protein_coding	protein_coding	3	2	2	4	6	5	13	12	17	27
ENSG00000102890.14	ELMO3	protein_coding	protein_coding	26	32	25	6	11	18	19	4	6	19
ENSG00000102891.3	MT4	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0	0
ENSG00000102893.15	PHKB	protein_coding	protein_coding	156	162	181	122	157	136	180	103	170	1291
ENSG00000102897.9	LYRM1	protein_coding	protein_coding	39	48	39	35	44	47	45	32	65	282
ENSG00000102898.11	NUTF2	protein_coding	protein_coding	284	257	232	139	142	163	184	92	165	1958
ENSG00000102900.12	NUP93	protein_coding	protein_coding	305	354	355	155	172	163	183	124	191	1228
ENSG00000102901.12	CENPT	protein_coding	protein_coding	85	82	50	61	78	68	84	67	100	416
ENSG00000102904.14	TSNAXIP1	protein_coding	protein_coding	2	0	0	5	10	12	12	13	17	262
ENSG00000102908.20	NFAT5	protein_coding	protein_coding	81	103	72	100	92	94	114	47	72	499
ENSG00000102910.13	LONP2	protein_coding	protein_coding	165	166	153	190	163	169	177	102	154	1092
ENSG00000102921.7	N4BP1	protein_coding	protein_coding	124	136	132	97	115	108	113	69	129	502
ENSG00000102924.11	CBLN1	protein_coding	protein_coding	5	6	5	27	32	20	18	441	637	6252
ENSG00000102931.7	ARL2BP	protein_coding	protein_coding	1	1	0	0	1	1	2	0	2	38
ENSG00000102934.9	PLLP	protein_coding	protein_coding	18	27	22	12	15	13	25	2	8	23
ENSG00000102935.11	ZNF423	protein_coding	protein_coding	91	89	80	70	93	86	97	127	207	1887
ENSG00000102962.4	CCL22	protein_coding	protein_coding	2	4	7	1	0	0	0	0	0	0
ENSG00000102967.11	DHODH	protein_coding	protein_coding	43	64	47	34	35	23	47	25	46	157
ENSG00000102970.10	CCL17	protein_coding	protein_coding	1	0	0	0	0	1	1	0	0	1
ENSG00000102974.15	CTCF	protein_coding	protein_coding	168	182	182	90	110	101	137	92	160	911
ENSG00000102977.14	ACD	protein_coding	protein_coding	61	65	63	50	68	49	70	38	57	249
ENSG00000102978.12	POLR2C	protein_coding	protein_coding	151	189	159	107	146	137	153	80	180	1083
ENSG00000102981.9	PARD6A	protein_coding	protein_coding	12	13	26	6	7	4	8	18	16	212
ENSG00000102984.14	ZNF821	protein_coding	protein_coding	9	11	6	9	13	14	21	10	19	113
ENSG00000102996.4	MMP15	protein_coding	protein_coding	329	371	332	90	91	104	106	63	101	372
ENSG00000103005.11	USB1	protein_coding	protein_coding	127	192	145	134	139	138	203	93	149	541
ENSG00000103018.16	CYB5B	protein_coding	protein_coding	209	255	224	129	142	144	189	99	154	1269
ENSG00000103021.9	CCDC113	protein_coding	protein_coding	39	47	42	41	43	32	36	38	55	549
ENSG00000103023.11	PRSS54	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0	3
ENSG00000103024.7	NME3	protein_coding	protein_coding	56	63	67	58	70	64	83	34	51	310
ENSG00000103034.14	NDRG4	protein_coding	protein_coding	109	117	116	267	272	311	355	221	314	1587
ENSG00000103035.10	PSMD7	protein_coding	protein_coding	188	195	176	73	78	77	93	66	96	831
ENSG00000103037.11	SETD6	protein_coding	protein_coding	33	22	34	27	41	29	35	27	51	180
ENSG00000103042.8	SLC38A7	protein_coding	protein_coding	75	98	63	83	94	104	117	44	64	464
ENSG00000103043.14	VAC14	protein_coding	protein_coding	188	207	202	117	129	117	145	61	100	584
ENSG00000103044.10	HAS3	protein_coding	protein_coding	67	65	77	10	7	8	14	3	3	44
ENSG00000103047.7	TANGO6	protein_coding	protein_coding	37	47	47	18	26	27	23	15	22	114
ENSG00000103051.18	COG4	protein_coding	protein_coding	129	155	108	128	165	134	148	81	139	955
ENSG00000103056.11	SMPD3	protein_coding	protein_coding	8	3	5	3	17	12	11	56	87	220
ENSG00000103061.12	SLC7A6OS	protein_coding	protein_coding	23	19	24	18	8	11	26	10	19	137
ENSG00000103064.14	SLC7A6	protein_coding	protein_coding	7	17	17	14	13	10	24	7	13	498
ENSG00000103066.12	PLA2G15	protein_coding	protein_coding	28	36	29	42	45	42	54	15	31	246
ENSG00000103067.13	ESRP2	protein_coding	protein_coding	80	89	65	10	8	12	12	1	0	12
ENSG00000103089.8	FA2H	protein_coding	protein_coding	56	61	65	0	0	0	0	0	0	0
ENSG00000103091.14	WDR59	protein_coding	protein_coding	182	230	163	113	133	116	136	83	139	684
ENSG00000103111.14	MON1B	protein_coding	protein_coding	83	109	80	90	104	88	110	71	95	642
ENSG00000103121.8	CMC2	protein_coding	protein_coding	62	57	52	37	42	39	42	36	53	322
ENSG00000103126.14	AXIN1	protein_coding	protein_coding	115	135	115	94	89	80	111	63	98	459
ENSG00000103145.10	HCFC1R1	protein_coding	protein_coding	81	103	80	114	112	118	112	46	79	283
ENSG00000103148.15	NPRL3	protein_coding	protein_coding	109	101	84	62	72	71	86	49	70	280
ENSG00000103150.5	MLYCD	protein_coding	protein_coding	11	20	26	16	17	10	20	9	19	155
ENSG00000103152.11	MPG	protein_coding	protein_coding	37	47	36	54	65	55	72	23	42	241
ENSG00000103154.9	NECAB2	protein_coding	protein_coding	10	12	12	58	69	70	72	115	189	1222
ENSG00000103160.11	HSDL1	protein_coding	protein_coding	108	131	125	131	164	148	146	107	200	1384
ENSG00000103168.16	TAF1C	protein_coding	protein_coding	110	132	113	177	211	171	220	103	195	520
ENSG00000103174.12	NAGPA	protein_coding	protein_coding	19	20	24	25	28	33	26	11	25	104
ENSG00000103175.10	WFDC1	protein_coding	protein_coding	1	0	2	1	4	2	1	1	3	33
ENSG00000103184.11	SEC14L5	protein_coding	protein_coding	24	28	27	5	3	7	8	10	22	19
ENSG00000103187.7	COTL1	protein_coding	protein_coding	295	318	289	351	369	366	448	162	210	1871
ENSG00000103194.15	USP10	protein_coding	protein_coding	265	317	303	138	123	132	151	119	197	867
ENSG00000103196.11	CRISPLD2	protein_coding	protein_coding	33	34	25	39	42	36	44	7	7	104
ENSG00000103197.17	TSC2	protein_coding	protein_coding	205	217	159	309	321	306	366	188	329	1365
ENSG00000103199.13	ZNF500	protein_coding	protein_coding	18	16	23	23	31	27	35	8	24	183
ENSG00000103202.12	NME4	protein_coding	protein_coding	285	298	257	172	202	183	210	187	313	1236
ENSG00000103222.18	ABCC1	protein_coding	protein_coding	330	359	339	208	267	257	254	151	228	675
ENSG00000103226.17	NOMO3	protein_coding	protein_coding	5	7	6	3	2	4	6	5	5	45
ENSG00000103227.18	LMF1	protein_coding	protein_coding	20	30	23	59	62	53	69	47	59	198
ENSG00000103241.6	FOXF1	protein_coding	protein_coding	1	0	0	1	1	2	2	0	3	10
ENSG00000103245.13	CIAO3	protein_coding	protein_coding	49	42	39	62	68	76	75	24	52	270
ENSG00000103248.18	MTHFSD	protein_coding	protein_coding	21	31	28	41	53	41	37	22	34	99
ENSG00000103249.17	CLCN7	protein_coding	protein_coding	97	113	100	109	117	96	151	70	107	635
ENSG00000103253.18	HAGHL	protein_coding	protein_coding	57	58	54	31	25	24	28	13	14	65
ENSG00000103254.9	FAM173A	protein_coding	protein_coding	17	18	14	11	18	26	17	9	12	132
ENSG00000103257.8	SLC7A5	protein_coding	protein_coding	377	415	336	248	243	228	266	108	155	555
ENSG00000103260.8	METRN	protein_coding	protein_coding	66	53	55	131	181	138	188	84	103	1053
ENSG00000103264.17	FBXO31	protein_coding	protein_coding	54	46	46	49	52	49	58	39	43	254
ENSG00000103266.10	STUB1	protein_coding	protein_coding	37	28	31	30	37	47	49	21	41	337
ENSG00000103269.13	RHBDL1	protein_coding	protein_coding	13	12	8	11	9	10	9	17	13	33
ENSG00000103274.10	NUBP1	protein_coding	protein_coding	24	29	27	16	13	13	13	13	11	120
ENSG00000103275.19	UBE2I	protein_coding	protein_coding	169	215	199	167	156	147	164	92	155	1066
ENSG00000103310.10	ZP2	protein_coding	protein_coding	1	0	0	0	0	0	0	0	0	0
ENSG00000103313.12	MEFV	protein_coding	protein_coding	0	0	0	0	0	0	0	1	1	0
ENSG00000103316.10	CRYM	protein_coding	protein_coding	22	29	18	11	8	8	14	3	6	48
ENSG00000103319.11	EEF2K	protein_coding	protein_coding	80	91	80	48	43	55	47	43	63	130
ENSG00000103326.11	CAPN15	protein_coding	protein_coding	91	103	93	43	53	54	58	31	51	243
ENSG00000103335.22	PIEZO1	protein_coding	protein_coding	82	117	86	93	95	76	90	13	16	74
ENSG00000103342.12	GSPT1	protein_coding	protein_coding	442	492	425	248	242	235	244	177	318	1636
ENSG00000103343.12	ZNF174	protein_coding	protein_coding	29	16	19	27	18	19	26	15	30	150
ENSG00000103351.12	CLUAP1	protein_coding	protein_coding	28	24	12	35	31	31	53	33	38	364
ENSG00000103353.15	UBFD1	protein_coding	protein_coding	229	282	244	185	193	212	228	160	286	1950
ENSG00000103355.13	PRSS33	protein_coding	protein_coding	0	2	0	1	1	1	1	1	1	1
ENSG00000103356.15	EARS2	protein_coding	protein_coding	136	181	193	66	98	71	96	54	99	472
ENSG00000103363.14	ELOB	protein_coding	protein_coding	268	320	283	370	393	387	418	199	302	2790
ENSG00000103365.15	GGA2	protein_coding	protein_coding	340	351	391	355	396	386	469	146	252	1156
ENSG00000103375.10	AQP8	protein_coding	protein_coding	1	0	0	0	0	0	0	0	0	0
ENSG00000103381.11	CPPED1	protein_coding	protein_coding	39	48	40	27	38	32	33	31	52	384
ENSG00000103404.14	USP31	protein_coding	protein_coding	47	37	41	38	51	39	43	20	28	182
ENSG00000103415.11	HMOX2	protein_coding	protein_coding	124	93	118	66	72	58	74	26	50	440
ENSG00000103423.13	DNAJA3	protein_coding	protein_coding	182	189	161	94	109	106	133	48	79	631
ENSG00000103426.12	CORO7-PAM16	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0	0
ENSG00000103429.10	BFAR	protein_coding	protein_coding	222	296	259	132	123	117	157	83	120	1018
ENSG00000103449.11	SALL1	protein_coding	protein_coding	104	120	83	119	109	90	118	49	102	172
ENSG00000103460.16	TOX3	protein_coding	protein_coding	16	19	20	6	3	2	11	65	88	175
ENSG00000103472.10	RRN3P2	lncRNA	processed_transcript	0	0	0	0	0	0	0	0	0	0
ENSG00000103479.15	RBL2	protein_coding	protein_coding	79	86	68	85	96	92	137	70	117	663
ENSG00000103485.17	QPRT	protein_coding	protein_coding	225	226	210	315	296	325	368	212	330	1358
ENSG00000103489.11	XYLT1	protein_coding	protein_coding	58	54	45	51	64	58	59	76	123	1037
ENSG00000103490.13	PYCARD	protein_coding	protein_coding	33	38	32	3	3	4	4	0	0	4
ENSG00000103494.13	RPGRIP1L	protein_coding	protein_coding	13	33	24	28	46	38	44	20	43	558
ENSG00000103495.13	MAZ	protein_coding	protein_coding	58	73	47	35	38	32	45	31	61	181
ENSG00000103496.14	STX4	protein_coding	protein_coding	53	69	61	54	72	54	69	29	36	275
ENSG00000103502.13	CDIPT	protein_coding	protein_coding	127	149	108	134	121	166	150	47	102	572
ENSG00000103507.13	BCKDK	protein_coding	protein_coding	124	146	121	155	157	190	206	67	110	584
ENSG00000103510.19	KAT8	protein_coding	protein_coding	97	111	98	56	70	84	67	49	93	429
ENSG00000103512.14	NOMO1	protein_coding	protein_coding	187	241	186	231	218	213	246	66	152	602
ENSG00000103522.15	IL21R	protein_coding	protein_coding	0	1	0	0	1	0	0	0	0	2
ENSG00000103528.16	SYT17	protein_coding	protein_coding	17	23	15	11	30	23	26	14	33	217
ENSG00000103534.16	TMC5	protein_coding	protein_coding	13	19	13	0	3	0	2	5	6	9
ENSG00000103540.16	CCP110	protein_coding	protein_coding	62	62	60	73	84	76	60	26	67	576
ENSG00000103544.14	VPS35L	protein_coding	protein_coding	224	241	219	183	195	215	217	110	173	886
ENSG00000103546.18	SLC6A2	protein_coding	protein_coding	5	2	1	0	0	0	0	4	3	3
ENSG00000103549.21	RNF40	protein_coding	protein_coding	71	65	71	119	119	113	152	114	154	1124
ENSG00000103550.13	KNOP1	protein_coding	protein_coding	127	128	101	66	79	80	97	53	71	365
ENSG00000103569.9	AQP9	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0	0
ENSG00000103591.12	AAGAB	protein_coding	protein_coding	151	164	156	135	139	150	160	120	204	1662
ENSG00000103599.19	IQCH	protein_coding	protein_coding	6	1	2	3	9	7	6	7	8	106
ENSG00000103642.11	LACTB	protein_coding	protein_coding	60	68	62	31	42	40	45	16	35	127
ENSG00000103647.12	CORO2B	protein_coding	protein_coding	22	34	20	47	60	48	73	60	64	203
ENSG00000103653.16	CSK	protein_coding	protein_coding	92	131	100	71	86	95	76	62	103	422
ENSG00000103657.13	HERC1	protein_coding	protein_coding	238	257	223	177	174	180	220	131	200	1285
ENSG00000103671.9	TRIP4	protein_coding	protein_coding	45	42	37	67	80	76	87	37	50	382
ENSG00000103707.9	MTFMT	protein_coding	protein_coding	24	27	25	22	27	24	33	17	19	144
ENSG00000103710.10	RASL12	protein_coding	protein_coding	17	14	15	8	2	5	3	0	1	13
ENSG00000103723.13	AP3B2	protein_coding	protein_coding	25	18	22	17	11	16	14	59	90	262
ENSG00000103740.9	ACSBG1	protein_coding	protein_coding	2	5	4	1	1	0	1	2	1	7
ENSG00000103742.11	IGDCC4	protein_coding	protein_coding	40	66	52	176	204	176	185	112	138	354
ENSG00000103769.9	RAB11A	protein_coding	protein_coding	362	436	374	323	395	392	471	250	357	2276
ENSG00000103811.16	CTSH	protein_coding	protein_coding	37	44	35	97	97	97	133	20	44	288
ENSG00000103852.12	TTC23	protein_coding	protein_coding	62	63	48	65	60	63	68	38	64	318
ENSG00000103855.17	CD276	protein_coding	protein_coding	446	456	421	452	475	461	541	300	423	2361
ENSG00000103876.12	FAH	protein_coding	protein_coding	70	79	74	109	141	124	138	35	54	489
ENSG00000103888.16	CEMIP	protein_coding	protein_coding	34	54	40	16	19	17	20	5	4	73
ENSG00000103932.11	RPAP1	protein_coding	protein_coding	224	226	191	108	123	134	165	82	129	489
ENSG00000103942.12	HOMER2	protein_coding	protein_coding	49	42	44	36	39	34	29	27	32	176
ENSG00000103966.10	EHD4	protein_coding	protein_coding	131	173	139	41	45	37	67	32	40	241
ENSG00000103978.15	TMEM87A	protein_coding	protein_coding	118	118	82	112	89	107	100	66	81	437
ENSG00000103994.17	ZNF106	protein_coding	protein_coding	223	227	216	146	137	135	139	94	130	2390
ENSG00000103995.13	CEP152	protein_coding	protein_coding	21	44	33	16	27	23	38	21	16	324
ENSG00000104043.14	ATP8B4	protein_coding	protein_coding	2	0	0	2	3	5	5	2	4	5
ENSG00000104044.15	OCA2	protein_coding	protein_coding	1	1	0	1	1	0	3	9	6	50
ENSG00000104047.14	DTWD1	protein_coding	protein_coding	39	61	49	47	51	54	52	33	53	238
ENSG00000104055.15	TGM5	protein_coding	protein_coding	1	0	0	0	0	2	0	0	0	1
ENSG00000104059.4	FAM189A1	protein_coding	protein_coding	13	18	11	9	9	7	16	11	21	91
ENSG00000104064.17	GABPB1	protein_coding	protein_coding	59	69	62	34	22	33	31	23	39	252
ENSG00000104067.16	TJP1	protein_coding	protein_coding	314	333	325	171	168	204	234	109	212	1287
ENSG00000104081.13	BMF	protein_coding	protein_coding	39	63	56	410	463	439	529	140	205	1492
ENSG00000104093.13	DMXL2	protein_coding	protein_coding	110	152	96	251	274	301	337	186	251	1762
ENSG00000104112.8	SCG3	protein_coding	protein_coding	113	122	96	12	16	17	21	62	105	443
ENSG00000104129.9	DNAJC17	protein_coding	protein_coding	32	32	36	17	38	26	32	22	30	150
ENSG00000104131.12	EIF3J	protein_coding	protein_coding	156	147	150	92	97	117	132	72	138	744
ENSG00000104133.14	SPG11	protein_coding	protein_coding	157	206	153	219	183	189	228	116	192	1284
ENSG00000104140.6	RHOV	protein_coding	protein_coding	10	5	11	7	2	8	11	1	1	3
ENSG00000104142.10	VPS18	protein_coding	protein_coding	109	128	103	100	131	136	141	48	80	472
ENSG00000104147.8	OIP5	protein_coding	protein_coding	29	36	25	3	3	1	5	3	7	83
ENSG00000104154.6	SLC30A4	protein_coding	protein_coding	1	1	0	12	12	12	14	2	8	56
ENSG00000104164.10	BLOC1S6	protein_coding	protein_coding	79	97	87	128	147	129	167	83	124	746
ENSG00000104177.17	MYEF2	protein_coding	protein_coding	169	189	137	217	208	234	222	266	365	1587
ENSG00000104205.13	SGK3	protein_coding	protein_coding	35	32	31	7	12	13	12	2	10	73
ENSG00000104213.12	PDGFRL	protein_coding	protein_coding	8	7	5	7	11	10	12	2	3	48
ENSG00000104218.14	CSPP1	protein_coding	protein_coding	24	37	22	31	34	40	39	32	54	392
ENSG00000104219.12	ZDHHC2	protein_coding	protein_coding	68	95	68	50	68	60	65	46	80	290
ENSG00000104221.12	BRF2	protein_coding	protein_coding	21	24	8	10	21	14	23	9	23	133
ENSG00000104228.12	TRIM35	protein_coding	protein_coding	55	46	46	54	46	46	58	38	63	268
ENSG00000104231.10	ZFAND1	protein_coding	protein_coding	116	115	134	80	83	83	90	52	78	293
ENSG00000104237.9	RP1	protein_coding	protein_coding	1	2	0	3	4	4	0	1	4	7
ENSG00000104267.9	CA2	protein_coding	protein_coding	22	28	22	37	28	28	38	40	83	392
ENSG00000104290.10	FZD3	protein_coding	protein_coding	82	94	81	100	114	123	128	262	413	2502
ENSG00000104299.14	INTS9	protein_coding	protein_coding	33	46	37	36	37	55	29	27	63	269
ENSG00000104312.7	RIPK2	protein_coding	protein_coding	67	58	65	48	60	66	59	29	38	149
ENSG00000104313.18	EYA1	protein_coding	protein_coding	2	2	2	21	30	23	22	17	24	51
ENSG00000104320.13	NBN	protein_coding	protein_coding	95	100	94	64	83	73	73	53	82	713
ENSG00000104321.10	TRPA1	protein_coding	protein_coding	1	2	0	0	0	0	0	2	0	11
ENSG00000104324.15	CPQ	protein_coding	protein_coding	10	11	12	33	31	31	42	8	20	96
ENSG00000104325.6	DECR1	protein_coding	protein_coding	80	85	77	103	107	116	108	67	88	634
ENSG00000104327.7	CALB1	protein_coding	protein_coding	53	59	57	33	28	22	34	12	14	187
ENSG00000104331.8	IMPAD1	protein_coding	protein_coding	123	146	112	170	188	195	195	133	204	958
ENSG00000104332.11	SFRP1	protein_coding	protein_coding	351	400	379	117	117	109	149	28	55	618
ENSG00000104341.16	LAPTM4B	protein_coding	protein_coding	593	652	613	420	523	513	513	256	405	3077
ENSG00000104343.19	UBE2W	protein_coding	protein_coding	70	82	66	53	53	45	58	38	41	159
ENSG00000104356.10	POP1	protein_coding	protein_coding	21	15	27	23	17	23	15	10	29	192
ENSG00000104361.9	NIPAL2	protein_coding	protein_coding	8	6	1	19	22	30	28	12	13	40
ENSG00000104365.14	IKBKB	protein_coding	protein_coding	73	80	69	101	100	96	100	61	79	437
ENSG00000104368.17	PLAT	protein_coding	protein_coding	91	119	95	97	124	95	127	27	33	270
ENSG00000104369.4	JPH1	protein_coding	protein_coding	36	40	34	2	4	4	5	4	2	12
ENSG00000104371.4	DKK4	protein_coding	protein_coding	0	0	0	0	0	1	0	0	0	1
ENSG00000104375.16	STK3	protein_coding	protein_coding	63	62	67	41	52	49	63	17	51	278
ENSG00000104381.12	GDAP1	protein_coding	protein_coding	45	41	40	69	80	57	66	97	154	995
ENSG00000104388.14	RAB2A	protein_coding	protein_coding	198	214	191	172	209	203	201	130	176	1129
ENSG00000104408.9	EIF3E	protein_coding	protein_coding	974	1100	958	984	1025	962	1148	764	1159	6065
ENSG00000104412.7	EMC2	protein_coding	protein_coding	108	138	89	130	124	124	140	49	107	618
ENSG00000104413.16	ESRP1	protein_coding	protein_coding	454	523	476	27	41	36	30	0	2	22
ENSG00000104415.14	WISP1	protein_coding	protein_coding	3	1	0	16	7	8	16	1	4	18
ENSG00000104419.14	NDRG1	protein_coding	protein_coding	56	70	34	795	957	932	999	111	190	147
ENSG00000104427.11	ZC2HC1A	protein_coding	protein_coding	32	27	25	42	48	35	47	31	55	238
ENSG00000104432.13	IL7	protein_coding	protein_coding	0	1	0	1	0	2	0	1	3	2
ENSG00000104435.13	STMN2	protein_coding	protein_coding	19	16	16	45	42	64	65	476	743	2996
ENSG00000104442.9	ARMC1	protein_coding	protein_coding	111	115	92	80	85	90	76	49	79	398
ENSG00000104447.12	TRPS1	protein_coding	protein_coding	38	25	23	30	52	38	36	30	44	418
ENSG00000104450.12	SPAG1	protein_coding	protein_coding	2	2	3	8	8	10	2	8	23	328
ENSG00000104472.9	CHRAC1	protein_coding	protein_coding	38	48	52	23	19	19	23	12	28	155
ENSG00000104490.17	NCALD	protein_coding	protein_coding	5	5	8	203	243	226	250	344	578	2320
ENSG00000104497.13	SNX16	protein_coding	protein_coding	25	34	22	19	20	14	15	6	7	64
ENSG00000104499.6	GML	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0	0
ENSG00000104517.12	UBR5	protein_coding	protein_coding	459	546	513	376	416	398	444	209	340	1611
ENSG00000104518.10	GSDMD	protein_coding	protein_coding	77	87	74	14	18	17	11	3	7	12
ENSG00000104522.15	TSTA3	protein_coding	protein_coding	98	128	93	60	63	64	69	50	71	566
ENSG00000104524.13	PYCR3	protein_coding	protein_coding	8	12	8	12	13	19	19	13	24	282
ENSG00000104529.17	EEF1D	protein_coding	protein_coding	134	153	141	135	154	139	198	99	162	883
ENSG00000104537.16	ANXA13	protein_coding	protein_coding	0	0	0	0	0	0	0	0	0	2
ENSG00000104549.11	SQLE	protein_coding	protein_coding	571	596	516	118	118	116	130	150	252	1438
ENSG00000104611.11	SH2D4A	protein_coding	protein_coding	21	26	27	3	3	6	4	2	1	8
ENSG00000104613.11	INTS10	protein_coding	protein_coding	62	86	85	123	102	95	143	68	117	544
ENSG00000104626.14	ERI1	protein_coding	protein_coding	70	75	49	48	46	49	44	28	36	238
ENSG00000104635.13	SLC39A14	protein_coding	protein_coding	395	466	381	88	82	81	107	50	68	412
ENSG00000104643.9	MTMR9	protein_coding	protein_coding	102	129	104	62	70	68	74	42	68	333
ENSG00000104660.18	LEPROTL1	protein_coding	protein_coding	114	126	105	115	100	127	122	94	130	805
ENSG00000104671.7	DCTN6	protein_coding	protein_coding	24	23	28	28	28	28	27	16	31	209
ENSG00000104679.10	R3HCC1	protein_coding	protein_coding	33	50	35	82	99	73	103	46	75	575
ENSG00000104687.13	GSR	protein_coding	protein_coding	218	289	231	121	104	125	132	73	88	720
ENSG00000104689.9	TNFRSF10A	protein_coding	protein_coding	8	13	6	15	13	17	11	0	0	2
ENSG00000104691.14	UBXN8	protein_coding	protein_coding	17	15	11	24	19	22	17	11	21	112
ENSG00000104695.12	PPP2CB	protein_coding	protein_coding	234	248	224	211	237	236	266	134	228	1665
ENSG00000104714.13	ERICH1	protein_coding	protein_coding	118	136	125	56	67	65	72	40	48	200
ENSG00000104722.13	NEFM	protein_coding	protein_coding	18	37	19	493	492	473	569	846	1473	6333
ENSG00000104723.20	TUSC3	protein_coding	protein_coding	185	224	160	323	296	265	293	183	255	2282
ENSG00000104728.15	ARHGEF10	protein_coding	protein_coding	13	10	16	3	9	4	10	5	3	15
ENSG00000104731.13	KLHDC4	protein_coding	protein_coding	84	100	87	53	61	63	68	45	59	269
ENSG00000104738.17	MCM4	protein_coding	protein_coding	359	375	339	60	61	74	90	84	107	1518
ENSG00000104755.14	ADAM2	protein_coding	protein_coding	0	1	0	0	0	0	0	0	0	0
